Episode, Reward, Timesteps, Time taken (s)
Episode: 122, Reward: -145.63, Timesteps: 20, Time taken: 84.45 s
Episode: 123, Reward: -122.03, Timesteps: 20, Time taken: 85.03 s
Episode: 124, Reward: -142.78, Timesteps: 20, Time taken: 85.66 s
Episode: 125, Reward: -0.16, Timesteps: 12, Time taken: 86.29 s
Episode: 126, Reward: -119.93, Timesteps: 20, Time taken: 86.91 s
Episode: 127, Reward: -119.61, Timesteps: 20, Time taken: 87.5 s
Episode: 128, Reward: -121.17, Timesteps: 20, Time taken: 88.08 s
Episode: 129, Reward: -115.84, Timesteps: 20, Time taken: 88.67 s
Episode: 130, Reward: -132.42, Timesteps: 20, Time taken: 89.28 s
Episode: 131, Reward: -112.88, Timesteps: 20, Time taken: 89.96 s
Episode: 132, Reward: -119.96, Timesteps: 20, Time taken: 90.57 s
Episode: 133, Reward: -1.07, Timesteps: 20, Time taken: 91.2 s
Episode: 134, Reward: -61.49, Timesteps: 20, Time taken: 92.04 s
Episode: 135, Reward: -117.0, Timesteps: 20, Time taken: 92.65 s
Episode: 136, Reward: -90.74, Timesteps: 20, Time taken: 93.24 s
Episode: 137, Reward: -134.54, Timesteps: 20, Time taken: 93.86 s
Episode: 138, Reward: -109.93, Timesteps: 20, Time taken: 94.54 s
Episode: 139, Reward: -122.28, Timesteps: 20, Time taken: 95.36 s
Episode: 140, Reward: -139.68, Timesteps: 20, Time taken: 96.16 s
Episode: 141, Reward: -2.57, Timesteps: 20, Time taken: 96.75 s
Episode: 142, Reward: -72.08, Timesteps: 20, Time taken: 97.49 s
Episode: 143, Reward: -131.97, Timesteps: 20, Time taken: 98.22 s
Episode: 144, Reward: -0.03, Timesteps: 1, Time taken: 99.04 s
Episode: 145, Reward: -126.24, Timesteps: 20, Time taken: 99.72 s
Episode: 146, Reward: -80.7, Timesteps: 20, Time taken: 100.24 s
Episode: 147, Reward: -51.7, Timesteps: 20, Time taken: 100.98 s
Episode: 148, Reward: -1.71, Timesteps: 20, Time taken: 101.66 s
Episode: 149, Reward: -156.3, Timesteps: 20, Time taken: 102.28 s
Episode: 150, Reward: -171.18, Timesteps: 20, Time taken: 103.05 s
Episode: 151, Reward: -13.12, Timesteps: 20, Time taken: 103.64 s
Episode: 152, Reward: -164.53, Timesteps: 20, Time taken: 104.36 s
Episode: 153, Reward: -154.38, Timesteps: 20, Time taken: 104.99 s
Episode: 154, Reward: -115.24, Timesteps: 20, Time taken: 105.71 s
Episode: 155, Reward: -123.93, Timesteps: 20, Time taken: 106.43 s
Episode: 156, Reward: -126.41, Timesteps: 20, Time taken: 107.06 s
Episode: 157, Reward: -117.18, Timesteps: 20, Time taken: 107.72 s
Episode: 158, Reward: -0.08, Timesteps: 3, Time taken: 108.34 s
Episode: 159, Reward: -119.65, Timesteps: 20, Time taken: 108.94 s
Episode: 160, Reward: -126.69, Timesteps: 20, Time taken: 109.63 s
Episode: 161, Reward: -146.29, Timesteps: 20, Time taken: 110.34 s
Episode: 162, Reward: -117.05, Timesteps: 20, Time taken: 110.94 s
Episode: 163, Reward: -121.83, Timesteps: 20, Time taken: 111.61 s
Episode: 164, Reward: -118.67, Timesteps: 20, Time taken: 112.27 s
Episode: 165, Reward: -142.42, Timesteps: 20, Time taken: 112.88 s
Episode: 166, Reward: -131.08, Timesteps: 20, Time taken: 113.52 s
Episode: 167, Reward: -119.36, Timesteps: 20, Time taken: 114.16 s
Episode: 168, Reward: -115.67, Timesteps: 20, Time taken: 114.81 s
Episode: 169, Reward: -157.17, Timesteps: 20, Time taken: 115.49 s
Episode: 170, Reward: -100.88, Timesteps: 20, Time taken: 116.09 s
Episode: 171, Reward: -120.88, Timesteps: 20, Time taken: 116.79 s
Episode: 172, Reward: -116.84, Timesteps: 20, Time taken: 117.47 s
Episode: 173, Reward: -168.7, Timesteps: 20, Time taken: 118.2 s
Episode: 174, Reward: -83.57, Timesteps: 20, Time taken: 118.83 s
Episode: 175, Reward: -38.82, Timesteps: 20, Time taken: 119.69 s
Episode: 176, Reward: -118.02, Timesteps: 20, Time taken: 120.3 s
Episode: 177, Reward: -118.99, Timesteps: 20, Time taken: 120.99 s
Episode: 178, Reward: -117.71, Timesteps: 20, Time taken: 121.69 s
Episode: 179, Reward: -119.44, Timesteps: 20, Time taken: 122.41 s
Episode: 180, Reward: -0.23, Timesteps: 7, Time taken: 123.07 s
Episode: 181, Reward: -148.51, Timesteps: 20, Time taken: 123.81 s
Episode: 182, Reward: -87.93, Timesteps: 20, Time taken: 124.54 s
Episode: 183, Reward: -144.39, Timesteps: 20, Time taken: 125.28 s
Episode: 184, Reward: -120.21, Timesteps: 20, Time taken: 125.93 s
Episode: 185, Reward: -154.07, Timesteps: 20, Time taken: 126.71 s
Episode: 186, Reward: -142.77, Timesteps: 20, Time taken: 127.34 s
Episode: 187, Reward: -125.7, Timesteps: 20, Time taken: 128.12 s
Episode: 188, Reward: -118.06, Timesteps: 20, Time taken: 128.87 s
Episode: 189, Reward: -54.96, Timesteps: 20, Time taken: 129.69 s
Episode: 190, Reward: -0.82, Timesteps: 20, Time taken: 130.46 s
Episode: 191, Reward: -105.07, Timesteps: 20, Time taken: 131.38 s
Episode: 192, Reward: -160.52, Timesteps: 20, Time taken: 132.22 s
Episode: 193, Reward: -134.76, Timesteps: 20, Time taken: 132.96 s
Episode: 194, Reward: -118.86, Timesteps: 20, Time taken: 133.69 s
Episode: 195, Reward: -158.01, Timesteps: 20, Time taken: 134.51 s
Episode: 196, Reward: -117.29, Timesteps: 20, Time taken: 135.25 s
Episode: 197, Reward: -118.96, Timesteps: 20, Time taken: 136.04 s
Episode: 198, Reward: -149.19, Timesteps: 20, Time taken: 136.62 s
Episode: 199, Reward: -0.99, Timesteps: 20, Time taken: 137.33 s
Episode: 200, Reward: -166.85, Timesteps: 20, Time taken: 137.97 s
Episode: 201, Reward: -173.66, Timesteps: 20, Time taken: 138.79 s
Episode: 202, Reward: -113.89, Timesteps: 20, Time taken: 139.45 s
Episode: 203, Reward: -117.96, Timesteps: 20, Time taken: 140.04 s
Episode: 204, Reward: -144.12, Timesteps: 20, Time taken: 140.75 s
Episode: 205, Reward: -121.59, Timesteps: 20, Time taken: 141.48 s
Episode: 206, Reward: -117.59, Timesteps: 20, Time taken: 142.22 s
Episode: 207, Reward: -0.21, Timesteps: 14, Time taken: 143.01 s
Episode: 208, Reward: -118.97, Timesteps: 20, Time taken: 143.65 s
Episode: 209, Reward: -125.55, Timesteps: 20, Time taken: 144.4 s
Episode: 210, Reward: -107.5, Timesteps: 20, Time taken: 145.08 s
Episode: 211, Reward: -137.66, Timesteps: 20, Time taken: 145.83 s
Episode: 212, Reward: -1.98, Timesteps: 20, Time taken: 146.52 s
Episode: 213, Reward: -120.06, Timesteps: 20, Time taken: 147.18 s
Episode: 214, Reward: -159.02, Timesteps: 20, Time taken: 147.82 s
Episode: 215, Reward: -152.26, Timesteps: 20, Time taken: 148.48 s
Episode: 216, Reward: -115.7, Timesteps: 20, Time taken: 149.23 s
Episode: 217, Reward: -0.06, Timesteps: 2, Time taken: 149.98 s
Episode: 218, Reward: -114.68, Timesteps: 20, Time taken: 150.68 s
Episode: 219, Reward: -91.88, Timesteps: 20, Time taken: 151.37 s
Episode: 220, Reward: -166.39, Timesteps: 20, Time taken: 152.21 s
Episode: 221, Reward: -119.23, Timesteps: 20, Time taken: 152.79 s
Episode: 222, Reward: -141.3, Timesteps: 20, Time taken: 153.51 s
Episode: 223, Reward: -75.78, Timesteps: 20, Time taken: 154.27 s
Episode: 224, Reward: -114.44, Timesteps: 20, Time taken: 155.02 s
Episode: 225, Reward: -126.85, Timesteps: 20, Time taken: 155.84 s
Episode: 226, Reward: -66.76, Timesteps: 20, Time taken: 156.61 s
Episode: 227, Reward: -117.19, Timesteps: 20, Time taken: 157.22 s
Episode: 228, Reward: -2.87, Timesteps: 20, Time taken: 157.91 s
Episode: 229, Reward: -164.52, Timesteps: 20, Time taken: 158.58 s
Episode: 230, Reward: -0.99, Timesteps: 16, Time taken: 159.33 s
Episode: 231, Reward: -169.79, Timesteps: 20, Time taken: 159.98 s
Episode: 232, Reward: -158.96, Timesteps: 20, Time taken: 160.6 s
Episode: 233, Reward: -147.22, Timesteps: 20, Time taken: 161.33 s
Episode: 234, Reward: -123.45, Timesteps: 20, Time taken: 162.07 s
Episode: 235, Reward: -142.64, Timesteps: 20, Time taken: 162.69 s
Episode: 236, Reward: -160.86, Timesteps: 20, Time taken: 163.35 s
Episode: 237, Reward: -120.01, Timesteps: 20, Time taken: 163.94 s
Episode: 238, Reward: -147.39, Timesteps: 20, Time taken: 164.61 s
Episode: 239, Reward: -117.68, Timesteps: 20, Time taken: 165.19 s
Episode: 240, Reward: -147.74, Timesteps: 20, Time taken: 165.8 s
Episode: 241, Reward: -143.31, Timesteps: 20, Time taken: 166.58 s
Episode: 242, Reward: -0.25, Timesteps: 7, Time taken: 167.48 s
Episode: 243, Reward: -125.83, Timesteps: 20, Time taken: 168.3 s
Episode: 244, Reward: -127.06, Timesteps: 20, Time taken: 169.03 s
Episode: 245, Reward: -153.66, Timesteps: 20, Time taken: 169.72 s
Episode: 246, Reward: -125.31, Timesteps: 20, Time taken: 170.43 s
Episode: 247, Reward: -158.55, Timesteps: 20, Time taken: 171.21 s
Episode: 248, Reward: -0.16, Timesteps: 5, Time taken: 172.04 s
Episode: 249, Reward: -92.51, Timesteps: 20, Time taken: 172.66 s
Episode: 250, Reward: -0.61, Timesteps: 13, Time taken: 173.41 s
Episode: 251, Reward: -121.13, Timesteps: 20, Time taken: 174.13 s
Episode: 252, Reward: -110.2, Timesteps: 20, Time taken: 174.86 s
Episode: 253, Reward: -135.63, Timesteps: 20, Time taken: 175.51 s
Episode: 254, Reward: -107.37, Timesteps: 20, Time taken: 176.18 s
Episode: 255, Reward: -0.25, Timesteps: 9, Time taken: 176.87 s
Episode: 256, Reward: -120.53, Timesteps: 20, Time taken: 177.56 s
Episode: 257, Reward: -0.13, Timesteps: 10, Time taken: 178.16 s
Episode: 258, Reward: -8.57, Timesteps: 20, Time taken: 178.78 s
Episode: 259, Reward: -135.86, Timesteps: 20, Time taken: 179.55 s
Episode: 260, Reward: -115.36, Timesteps: 20, Time taken: 180.29 s
Episode: 261, Reward: -117.18, Timesteps: 20, Time taken: 180.92 s
Episode: 262, Reward: -122.56, Timesteps: 20, Time taken: 181.55 s
Episode: 263, Reward: -162.75, Timesteps: 20, Time taken: 182.19 s
Episode: 264, Reward: -0.01, Timesteps: 1, Time taken: 182.93 s
Episode: 265, Reward: -165.45, Timesteps: 20, Time taken: 183.51 s
Episode: 266, Reward: -137.74, Timesteps: 20, Time taken: 184.16 s
Episode: 267, Reward: -164.32, Timesteps: 20, Time taken: 184.82 s
Episode: 268, Reward: -116.2, Timesteps: 20, Time taken: 185.52 s
Episode: 269, Reward: -119.56, Timesteps: 20, Time taken: 186.22 s
Episode: 270, Reward: -118.22, Timesteps: 20, Time taken: 186.83 s
Episode: 271, Reward: -115.55, Timesteps: 20, Time taken: 187.53 s
Episode: 272, Reward: -147.91, Timesteps: 20, Time taken: 188.32 s
Episode: 273, Reward: -115.18, Timesteps: 20, Time taken: 189.06 s
Episode: 274, Reward: -126.48, Timesteps: 20, Time taken: 189.78 s
Episode: 275, Reward: -27.27, Timesteps: 20, Time taken: 190.59 s
Episode: 276, Reward: -94.89, Timesteps: 20, Time taken: 191.24 s
Episode: 277, Reward: -116.89, Timesteps: 20, Time taken: 192.08 s
Episode: 278, Reward: -119.95, Timesteps: 20, Time taken: 192.76 s
Episode: 279, Reward: -148.26, Timesteps: 20, Time taken: 193.49 s
Episode: 280, Reward: -129.79, Timesteps: 20, Time taken: 194.26 s
Episode: 281, Reward: -55.38, Timesteps: 20, Time taken: 194.95 s
Episode: 282, Reward: -160.99, Timesteps: 20, Time taken: 195.68 s
Episode: 283, Reward: -114.8, Timesteps: 20, Time taken: 196.57 s
Episode: 284, Reward: -117.46, Timesteps: 20, Time taken: 197.21 s
Episode: 285, Reward: -117.18, Timesteps: 20, Time taken: 197.93 s
Episode: 286, Reward: -123.25, Timesteps: 20, Time taken: 198.62 s
Episode: 287, Reward: -0.43, Timesteps: 6, Time taken: 199.4 s
Episode: 288, Reward: -117.91, Timesteps: 20, Time taken: 200.09 s
Episode: 289, Reward: -126.96, Timesteps: 20, Time taken: 200.93 s
Episode: 290, Reward: -109.73, Timesteps: 20, Time taken: 201.57 s
Episode: 291, Reward: -120.33, Timesteps: 20, Time taken: 202.28 s
Episode: 292, Reward: -126.03, Timesteps: 20, Time taken: 202.9 s
Episode: 293, Reward: -102.23, Timesteps: 20, Time taken: 203.65 s
Episode: 294, Reward: -150.96, Timesteps: 20, Time taken: 204.44 s
Episode: 295, Reward: -117.19, Timesteps: 20, Time taken: 205.14 s
Episode: 296, Reward: -138.12, Timesteps: 20, Time taken: 205.75 s
Episode: 297, Reward: -117.68, Timesteps: 20, Time taken: 206.34 s
Episode: 298, Reward: -96.27, Timesteps: 20, Time taken: 206.94 s
Episode: 299, Reward: -0.4, Timesteps: 6, Time taken: 207.59 s
Episode: 300, Reward: -140.46, Timesteps: 20, Time taken: 208.18 s
Episode: 301, Reward: -118.56, Timesteps: 20, Time taken: 208.77 s
Episode: 302, Reward: -120.32, Timesteps: 20, Time taken: 209.38 s
Episode: 303, Reward: -146.64, Timesteps: 20, Time taken: 210.04 s
Episode: 304, Reward: -0.02, Timesteps: 1, Time taken: 210.64 s
Episode: 305, Reward: -116.28, Timesteps: 20, Time taken: 211.28 s
Episode: 306, Reward: -6.7, Timesteps: 20, Time taken: 212.01 s
Episode: 307, Reward: -0.06, Timesteps: 2, Time taken: 212.89 s
Episode: 308, Reward: -117.06, Timesteps: 20, Time taken: 213.63 s
Episode: 309, Reward: -145.3, Timesteps: 20, Time taken: 214.3 s
Episode: 310, Reward: -70.11, Timesteps: 20, Time taken: 215.08 s
Episode: 311, Reward: -117.37, Timesteps: 20, Time taken: 215.75 s
Episode: 312, Reward: -1.08, Timesteps: 20, Time taken: 216.5 s
Episode: 313, Reward: -118.56, Timesteps: 20, Time taken: 217.14 s
Episode: 314, Reward: -125.21, Timesteps: 20, Time taken: 217.78 s
Episode: 315, Reward: -121.48, Timesteps: 20, Time taken: 218.37 s
Episode: 316, Reward: -121.32, Timesteps: 20, Time taken: 219.03 s
Episode: 317, Reward: -155.38, Timesteps: 20, Time taken: 219.75 s
Episode: 318, Reward: -120.57, Timesteps: 20, Time taken: 220.34 s
Episode: 319, Reward: -123.62, Timesteps: 20, Time taken: 221.08 s
Episode: 320, Reward: -158.78, Timesteps: 20, Time taken: 221.85 s
Episode: 321, Reward: -100.12, Timesteps: 20, Time taken: 222.58 s
Episode: 322, Reward: -125.86, Timesteps: 20, Time taken: 223.31 s
Episode: 323, Reward: -122.82, Timesteps: 20, Time taken: 224.06 s
Episode: 324, Reward: -169.6, Timesteps: 20, Time taken: 224.75 s
Episode: 325, Reward: -120.25, Timesteps: 20, Time taken: 225.4 s
Episode: 326, Reward: -114.99, Timesteps: 20, Time taken: 226.19 s
Episode: 327, Reward: -116.7, Timesteps: 20, Time taken: 226.93 s
Episode: 328, Reward: -11.09, Timesteps: 20, Time taken: 227.58 s
Episode: 329, Reward: -176.35, Timesteps: 20, Time taken: 228.26 s
Episode: 330, Reward: -73.88, Timesteps: 20, Time taken: 228.83 s
Episode: 331, Reward: -112.32, Timesteps: 20, Time taken: 229.51 s
Episode: 332, Reward: -11.91, Timesteps: 20, Time taken: 230.12 s
Episode: 333, Reward: -0.03, Timesteps: 4, Time taken: 230.77 s
Episode: 334, Reward: -56.98, Timesteps: 20, Time taken: 231.34 s
Episode: 335, Reward: -125.35, Timesteps: 20, Time taken: 232.0 s
Episode: 336, Reward: -1.69, Timesteps: 15, Time taken: 232.7 s
Episode: 337, Reward: -115.96, Timesteps: 20, Time taken: 233.32 s
Episode: 338, Reward: -0.14, Timesteps: 5, Time taken: 234.06 s
Episode: 339, Reward: -117.16, Timesteps: 20, Time taken: 234.69 s
Episode: 340, Reward: -120.32, Timesteps: 20, Time taken: 235.32 s
Episode: 341, Reward: -10.01, Timesteps: 20, Time taken: 236.07 s
Episode: 342, Reward: -118.93, Timesteps: 20, Time taken: 236.77 s
Episode: 343, Reward: -142.63, Timesteps: 20, Time taken: 237.49 s
Episode: 344, Reward: -120.01, Timesteps: 20, Time taken: 238.15 s
Episode: 345, Reward: -112.01, Timesteps: 20, Time taken: 238.92 s
Episode: 346, Reward: -122.08, Timesteps: 20, Time taken: 239.63 s
Episode: 347, Reward: -119.21, Timesteps: 20, Time taken: 240.32 s
Episode: 348, Reward: -75.06, Timesteps: 20, Time taken: 241.17 s
Episode: 349, Reward: -171.23, Timesteps: 20, Time taken: 241.95 s
Episode: 350, Reward: -170.31, Timesteps: 20, Time taken: 242.8 s
Episode: 351, Reward: -159.28, Timesteps: 20, Time taken: 243.48 s
Episode: 352, Reward: -148.13, Timesteps: 20, Time taken: 244.13 s
Episode: 353, Reward: -122.29, Timesteps: 20, Time taken: 244.77 s
Episode: 354, Reward: -120.34, Timesteps: 20, Time taken: 245.44 s
Episode: 355, Reward: -161.8, Timesteps: 20, Time taken: 246.06 s
Episode: 356, Reward: -117.62, Timesteps: 20, Time taken: 246.74 s
Episode: 357, Reward: -115.55, Timesteps: 20, Time taken: 247.37 s
Episode: 358, Reward: -117.2, Timesteps: 20, Time taken: 248.08 s
Episode: 359, Reward: -165.79, Timesteps: 20, Time taken: 248.7 s
Episode: 360, Reward: -133.7, Timesteps: 20, Time taken: 249.32 s
Episode: 361, Reward: -112.62, Timesteps: 20, Time taken: 249.99 s
Episode: 362, Reward: -159.5, Timesteps: 20, Time taken: 250.68 s
Episode: 363, Reward: -143.03, Timesteps: 20, Time taken: 251.33 s
Episode: 364, Reward: -110.98, Timesteps: 20, Time taken: 252.0 s
Episode: 365, Reward: -116.95, Timesteps: 20, Time taken: 252.68 s
Episode: 366, Reward: -117.5, Timesteps: 20, Time taken: 253.37 s
Episode: 367, Reward: -160.58, Timesteps: 20, Time taken: 254.18 s
Episode: 368, Reward: -151.95, Timesteps: 20, Time taken: 255.01 s
Episode: 369, Reward: -8.23, Timesteps: 20, Time taken: 255.79 s
Episode: 370, Reward: -118.85, Timesteps: 20, Time taken: 256.6 s
Episode: 371, Reward: -177.82, Timesteps: 20, Time taken: 257.45 s
Episode: 372, Reward: -118.07, Timesteps: 20, Time taken: 258.17 s
Episode: 373, Reward: -0.29, Timesteps: 11, Time taken: 258.96 s
Episode: 374, Reward: -115.39, Timesteps: 20, Time taken: 259.79 s
Episode: 375, Reward: -112.8, Timesteps: 20, Time taken: 260.61 s
Episode: 376, Reward: -117.31, Timesteps: 20, Time taken: 261.36 s
