Episode, Reward, Timesteps, Time taken (s)
Episode: 297, Reward: -54687.28, Timesteps: 7919, Time taken: 1443.81 s
Episode: 298, Reward: -52865.2, Timesteps: 7752, Time taken: 1449.15 s
Episode: 299, Reward: -57406.82, Timesteps: 7928, Time taken: 1454.23 s
Episode: 300, Reward: -54805.91, Timesteps: 7834, Time taken: 1459.2 s
Episode: 301, Reward: -57099.76, Timesteps: 7843, Time taken: 1464.37 s
Episode: 302, Reward: -54264.63, Timesteps: 7835, Time taken: 1469.58 s
Episode: 303, Reward: -56316.83, Timesteps: 7628, Time taken: 1474.64 s
Episode: 304, Reward: -47583.56, Timesteps: 6657, Time taken: 1479.04 s
Episode: 305, Reward: -57509.48, Timesteps: 7841, Time taken: 1484.23 s
Episode: 306, Reward: -54838.5, Timesteps: 7720, Time taken: 1489.15 s
Episode: 307, Reward: -55180.94, Timesteps: 7784, Time taken: 1494.24 s
Episode: 308, Reward: -50944.01, Timesteps: 7650, Time taken: 1499.16 s
Episode: 309, Reward: -56948.71, Timesteps: 7868, Time taken: 1504.17 s
Episode: 310, Reward: -57725.71, Timesteps: 7776, Time taken: 1509.15 s
Episode: 311, Reward: -58657.43, Timesteps: 7846, Time taken: 1514.26 s
Episode: 312, Reward: -56869.36, Timesteps: 7569, Time taken: 1519.25 s
Episode: 313, Reward: -58874.59, Timesteps: 7908, Time taken: 1524.49 s
Episode: 314, Reward: -63180.86, Timesteps: 7865, Time taken: 1529.55 s
Episode: 315, Reward: -60262.84, Timesteps: 7959, Time taken: 1534.69 s
Episode: 316, Reward: -62196.24, Timesteps: 7959, Time taken: 1539.88 s
Episode: 317, Reward: -66923.97, Timesteps: 7986, Time taken: 1544.99 s
Episode: 318, Reward: -66711.39, Timesteps: 7965, Time taken: 1550.08 s
Episode: 319, Reward: -70377.35, Timesteps: 7928, Time taken: 1555.05 s
Episode: 320, Reward: -70762.56, Timesteps: 7924, Time taken: 1560.51 s
Episode: 321, Reward: -64629.75, Timesteps: 7642, Time taken: 1565.54 s
Episode: 322, Reward: -66242.84, Timesteps: 7889, Time taken: 1570.64 s
Episode: 323, Reward: -56133.88, Timesteps: 7662, Time taken: 1575.61 s
Episode: 324, Reward: -53677.0, Timesteps: 7162, Time taken: 1580.42 s
Episode: 325, Reward: -60710.88, Timesteps: 7811, Time taken: 1585.56 s
Episode: 326, Reward: -60190.43, Timesteps: 7883, Time taken: 1590.62 s
Episode: 327, Reward: -55144.13, Timesteps: 7713, Time taken: 1596.05 s
Episode: 328, Reward: -53982.54, Timesteps: 7921, Time taken: 1601.25 s
Episode: 329, Reward: -58810.82, Timesteps: 7947, Time taken: 1606.19 s
Episode: 330, Reward: -57287.24, Timesteps: 7855, Time taken: 1611.45 s
Episode: 331, Reward: -56690.31, Timesteps: 7957, Time taken: 1616.84 s
Episode: 332, Reward: -59271.03, Timesteps: 7834, Time taken: 1621.75 s
Episode: 333, Reward: -55868.43, Timesteps: 7601, Time taken: 1626.8 s
Episode: 334, Reward: -60207.93, Timesteps: 7712, Time taken: 1631.89 s
Episode: 335, Reward: -56737.12, Timesteps: 7500, Time taken: 1637.09 s
Episode: 336, Reward: -54923.48, Timesteps: 7673, Time taken: 1642.5 s
Episode: 337, Reward: -56288.12, Timesteps: 7469, Time taken: 1647.7 s
Episode: 338, Reward: -54717.23, Timesteps: 7651, Time taken: 1653.02 s
Episode: 339, Reward: -53247.32, Timesteps: 7632, Time taken: 1658.2 s
Episode: 340, Reward: -51281.39, Timesteps: 7725, Time taken: 1663.21 s
Episode: 341, Reward: -51481.13, Timesteps: 7534, Time taken: 1668.2 s
Episode: 342, Reward: -53973.7, Timesteps: 7452, Time taken: 1673.25 s
Episode: 343, Reward: -53379.3, Timesteps: 7639, Time taken: 1678.12 s
Episode: 344, Reward: -56400.98, Timesteps: 7884, Time taken: 1683.36 s
Episode: 345, Reward: -52890.73, Timesteps: 7669, Time taken: 1688.31 s
Episode: 346, Reward: -52668.45, Timesteps: 7639, Time taken: 1693.5 s
Episode: 347, Reward: -50029.66, Timesteps: 7363, Time taken: 1698.54 s
Episode: 348, Reward: -57717.73, Timesteps: 7901, Time taken: 1703.44 s
Episode: 349, Reward: -54232.88, Timesteps: 7725, Time taken: 1708.6 s
Episode: 350, Reward: -53815.5, Timesteps: 7721, Time taken: 1713.54 s
Episode: 351, Reward: -53444.44, Timesteps: 7839, Time taken: 1718.42 s
Episode: 352, Reward: -54671.88, Timesteps: 7606, Time taken: 1723.64 s
Episode: 353, Reward: -55165.3, Timesteps: 7707, Time taken: 1728.61 s
